,Path,Line_ID,Im_Width,Im_Height,Text,Char_Num,Avg_CW
63,e04/e04-030/e04-030-04.png,e04-030-04.png,1662,144,wire as shown in Fig. 6. Make sure that these,45,36.93333333333333
64,e04/e04-030/e04-030-05.png,e04-030-05.png,1786,118,are well secured as they will have to withstand,47,38.0
65,e04/e04-008/e04-008-04.png,e04-008-04.png,509,111,cut to fit them.,16,31.8125
66,e04/e04-008/e04-008-03.png,e04-008-03.png,1920,113,"each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses (C),",68,28.235294117647058
67,e04/e04-008/e04-008-02.png,e04-008-02.png,1792,113,appearance. The side frames are joined by four cross pieces,59,30.3728813559322
68,e04/e04-008/e04-008-00.png,e04-008-00.png,1731,119,"All the joints are simple halving joints glued and pinned,",58,29.844827586206893
69,e04/e04-008/e04-008-01.png,e04-008-01.png,1809,74,which should nevertheless be cut with care to ensure a neat,59,30.661016949152547
71,e04/e04-015/e04-015-03.png,e04-015-03.png,1843,128,cross pieces and is made of 1/2 in. plywood,43,42.860465116279066
72,e04/e04-015/e04-015-01.png,e04-015-01.png,1628,146,fits up against the front legs of the,37,44.0
73,e04/e04-015/e04-015-00.png,e04-015-00.png,1702,137,Cut this piece of hardboard so that it,38,44.78947368421053
74,e04/e04-015/e04-015-04.png,e04-015-04.png,2016,116,"glued and panel pinned in position, measurements",48,42.0
75,e04/e04-015/e04-015-05.png,e04-015-05.png,1867,146,being taken directly from the work. Fig. 4,42,44.452380952380956
76,e04/e04-015/e04-015-07.png,e04-015-07.png,1720,129,is made from 1 1/4 in. by 1/2 in. timber.,41,41.95121951219512
77,e04/e04-015/e04-015-06.png,e04-015-06.png,1768,108,shows the framework for the back which,38,46.526315789473685
78,e04/e04-083/e04-083-03.png,e04-083-03.png,1557,128,to allow for the chines to rest in these,40,38.925
79,e04/e04-083/e04-083-02.png,e04-083-02.png,1769,137,Don't forget to cut out on each side of each mould,50,35.38
80,e04/e04-083/e04-083-00.png,e04-083-00.png,1631,119,The edges of the transoms should be bevelled to,47,34.702127659574465
81,e04/e04-083/e04-083-01.png,e04-083-01.png,1733,127,correspond to the sides and bottom of the boat.,47,36.872340425531924
82,e04/e04-083/e04-083-05.png,e04-083-05.png,1532,135,"moulds, which will only be used whilst",38,40.31578947368421
83,e04/e04-083/e04-083-04.png,e04-083-04.png,1613,127,"notches, as they are not fastened to the",40,40.325
84,e04/e04-083/e04-083-06.png,e04-083-06.png,1194,86,the hull is under construction.,31,38.516129032258064
85,e04/e04-079/e04-079-05.png,e04-079-05.png,1702,144,"if not, use a strong horizontal",31,54.903225806451616
86,e04/e04-079/e04-079-04.png,e04-079-04.png,1625,166,'A' frames fastened to the floor,32,50.78125
87,e04/e04-079/e04-079-06.png,e04-079-06.png,1687,150,frame that will sit firmly on,29,58.17241379310346
88,e04/e04-079/e04-079-07.png,e04-079-07.png,1596,149,the ground or concrete floor. I,31,51.483870967741936
89,e04/e04-079/e04-079-03.png,e04-079-03.png,1556,144,a wooden floor you can use,26,59.846153846153854
90,e04/e04-079/e04-079-02.png,e04-079-02.png,1655,182,detailed drawings. If you have,30,55.16666666666666
91,e04/e04-079/e04-079-00.png,e04-079-00.png,1466,103,Cut the moulds and the,22,66.63636363636364
92,e04/e04-079/e04-079-01.png,e04-079-01.png,1619,127,transoms to shape as in the,27,59.96296296296296
93,e04/e04-079/e04-079-09.png,e04-079-09.png,460,158,Fig. 2.,7,65.71428571428571
94,e04/e04-079/e04-079-08.png,e04-079-08.png,1641,125,use a heavy old base as in,26,63.115384615384606
95,e04/e04-022/e04-022-01.png,e04-022-01.png,1803,173,"keeping B flat on the chair seat, and mark",42,42.92857142857143
96,e04/e04-022/e04-022-00.png,e04-022-00.png,1628,156,"Decide on the required angle of slope,",38,42.8421052631579
97,e04/e04-022/e04-022-02.png,e04-022-02.png,1750,144,off the exact position of B on the side,39,44.87179487179486
98,e04/e04-022/e04-022-03.png,e04-022-03.png,1781,111,pieces. These can then be cut at the correct,44,40.47727272727273
99,e04/e04-022/e04-022-07.png,e04-022-07.png,232,161,flush.,6,38.66666666666666
100,e04/e04-022/e04-022-06.png,e04-022-06.png,1810,154,to the frame and its edges planed off,37,48.918918918918926
101,e04/e04-022/e04-022-04.png,e04-022-04.png,1783,170,angle and B is glued and nailed in place.,41,43.487804878048784
102,e04/e04-022/e04-022-05.png,e04-022-05.png,1844,123,A piece of hardboard is then cut and pinned,43,42.88372093023256
103,e04/e04-103/e04-103-05.png,e04-103-05.png,1772,154,"well. After generously covering with glue, screw",48,36.91666666666666
104,e04/e04-103/e04-103-04.png,e04-103-04.png,1797,153,you have a third clamp use it in the centre as,46,39.06521739130435
105,e04/e04-103/e04-103-06.png,e04-103-06.png,1816,169,the sides to the transom framing and the chine.,47,38.63829787234041
106,e04/e04-103/e04-103-03.png,e04-103-03.png,1812,153,round the frame to the stern and clamp there. If,48,37.75
107,e04/e04-103/e04-103-02.png,e04-103-02.png,1760,146,clamping into position with a 'D' clamp. Bend,45,39.111111111111114
109,e04/e04-103/e04-103-01.png,e04-103-01.png,1715,151,"to plank the sides. Start again at the bows,",44,38.97727272727273
110,e04/e04-132/e04-132-04.png,e04-132-04.png,238,60,article.,8,29.75
111,e04/e04-132/e04-132-02.png,e04-132-02.png,1636,103,"also be arranged into a design, and the",39,41.94871794871795
113,e04/e04-132/e04-132-01.png,e04-132-01.png,1708,139,"for framing and hanging on a wall, they may",43,39.72093023255814
114,e04/e04-132/e04-132-00.png,e04-132-00.png,1778,142,While these may ultimately be made into a picture,49,36.285714285714285
115,e04/e04-124/e04-124-03.png,e04-124-03.png,1719,173,four blocks for the rowlocks and mark their positions,53,32.43396226415094
116,e04/e04-124/e04-124-02.png,e04-124-02.png,1689,111,with vertical members as shown in the plans. Make the,53,31.86792452830189
117,e04/e04-124/e04-124-00.png,e04-124-00.png,1666,119,Fix on the gunwales and insert the thwarts (seats),50,33.32
118,e04/e04-124/e04-124-01.png,e04-124-01.png,1758,138,taking care to reinforce the sides of the dinghy at the seats,61,28.819672131147538
119,e04/e04-124/e04-124-05.png,e04-124-05.png,1849,140,a rivet where you will have to cut out the inside (gunwale),59,31.338983050847453
120,e04/e04-124/e04-124-04.png,e04-124-04.png,1775,145,before riveting on the gunwales so that you do not put,54,32.87037037037037
121,e04/e04-124/e04-124-06.png,e04-124-06.png,690,145,one to fit the block.,21,32.857142857142854
122,e04/e04-114/e04-114-00.png,e04-114-00.png,1729,175,"Clean up with the plane ready for the bottom,",45,38.42222222222223
124,e04/e04-114/e04-114-03.png,e04-114-03.png,1776,166,screwing and gluing this piece to the chines it is,50,35.52
125,e04/e04-114/e04-114-02.png,e04-114-02.png,1722,179,trifle; this can be cleaned up later. As you are,48,35.875
126,e04/e04-114/e04-114-06.png,e04-114-06.png,1765,168,"the bottom, both for screwing to the chines and",47,37.5531914893617
127,e04/e04-114/e04-114-07.png,e04-114-07.png,1327,183,the bottom shaped transom facing.,33,40.21212121212121
128,e04/e04-114/e04-114-05.png,e04-114-05.png,1778,174,the screws. I prefer spacing screws 3 in. apart for,51,34.86274509803921
129,e04/e04-114/e04-114-04.png,e04-114-04.png,1727,164,necessary to be careful not to miss the chine with,50,34.54
130,e04/e04-004/e04-004-05.png,e04-004-05.png,1767,132,"feeding tray to slide over a 30 in. table, but the height",57,31.0
131,e04/e04-004/e04-004-04.png,e04-004-04.png,1859,124,will show up after painting. The dimensions given enable the,60,30.98333333333333
132,e04/e04-004/e04-004-06.png,e04-004-06.png,895,115,can be altered if required.,27,33.148148148148145
133,e04/e04-004/e04-004-03.png,e04-004-03.png,1823,134,"a smoothing plane, otherwise the marks left by the cutters",58,31.431034482758623
134,e04/e04-004/e04-004-02.png,e04-004-02.png,1837,131,"been machine planed, remember to go over each piece with",56,32.80357142857143
135,e04/e04-004/e04-004-00.png,e04-004-00.png,1832,117,Start by making the two side frames from 1 in. by 1 1/4 in. planed,66,27.75757575757576
136,e04/e04-004/e04-004-01.png,e04-004-01.png,1918,120,timber as shown in Fig. 1. Although the timber will have already,64,29.96875
137,e04/e04-068/e04-068-02.png,e04-068-02.png,1751,95,and easy to make. As will be seen from the plan,47,37.255319148936174
138,e04/e04-068/e04-068-03.png,e04-068-03.png,1783,100,there is only a single gunwale on the outside.,46,38.76086956521739
139,e04/e04-068/e04-068-01.png,e04-068-01.png,1874,115,"rowing this dinghy (Fig. 3). They are very simple, cheap",56,33.464285714285715
140,e04/e04-068/e04-068-00.png,e04-068-00.png,1796,77,I have also included a sketch of paddles I make for,51,35.215686274509814
141,e04/e04-068/e04-068-04.png,e04-068-04.png,1918,119,I find that the type of rowlock we use in Canada,48,39.958333333333336
142,e04/e04-068/e04-068-05.png,e04-068-05.png,1981,91,is difficult to obtain here and expensive. I overcome,53,37.37735849056604
143,e04/e04-068/e04-068-06.png,e04-068-06.png,1442,96,this in another way as shown in Fig. 4.,39,36.97435897435897
144,e04/e04-095/e04-095-04.png,e04-095-04.png,1751,123,are equal on each side and that the transoms,44,39.79545454545455
145,e04/e04-095/e04-095-05.png,e04-095-05.png,1760,114,are parallel horizontally. Next bevel the chines,48,36.66666666666666
146,e04/e04-095/e04-095-06.png,e04-095-06.png,1819,113,with a plane so that the bottom will fit snugly.,48,37.895833333333336
147,e04/e04-095/e04-095-02.png,e04-095-02.png,1681,113,to see that nothing is distorted. Ensure that,45,37.35555555555555
148,e04/e04-095/e04-095-03.png,e04-095-03.png,1749,109,the outside measurements from transom to transom,48,36.4375
149,e04/e04-095/e04-095-01.png,e04-095-01.png,1751,123,and this is the time to check before making fast,48,36.47916666666666
150,e04/e04-095/e04-095-00.png,e04-095-00.png,1746,148,"The skeleton of the boat will now take shape,",45,38.8
151,e04/e04-034/e04-034-06.png,e04-034-06.png,1751,138,for the seat and the back which can be decorated with,53,33.0377358490566
152,e04/e04-034/e04-034-07.png,e04-034-07.png,1060,126,a suitable nursery transfer.,28,37.857142857142854
153,e04/e04-034/e04-034-05.png,e04-034-05.png,1780,142,"a suitable pastel shade, using a contrasting colour",51,34.901960784313715
154,e04/e04-034/e04-034-04.png,e04-034-04.png,1780,119,woodfiller in the usual way and paint the frame in,50,35.6
155,e04/e04-034/e04-034-00.png,e04-034-00.png,1809,109,Punch in all nail and panel pin heads and fill the holes,56,32.30357142857143
156,e04/e04-034/e04-034-01.png,e04-034-01.png,1734,117,with plastic wood. Then thoroughly glasspaper the whole,55,31.52727272727273
157,e04/e04-034/e04-034-03.png,e04-034-03.png,1709,150,"edge of the seat, feeding tray, etc). Fill the grain with a",59,28.966101694915253
158,e04/e04-034/e04-034-02.png,e04-034-02.png,1727,126,framework and round off any sharp edges (such as the,52,33.21153846153846
159,e04/e04-058/e04-058-01.png,e04-058-01.png,1735,140,"the moulds, make a frame of rough lumber as shown in",52,33.365384615384606
160,e04/e04-058/e04-058-00.png,e04-058-00.png,1744,161,If you do not have a wooden floor on which to anchor,52,33.53846153846154
162,e04/e04-058/e04-058-03.png,e04-058-03.png,1692,148,"rigid as possible, for it is on these you will be building",58,29.17241379310345
163,e04/e04-058/e04-058-06.png,e04-058-06.png,224,80,Columbia.,9,24.88888888888889
164,e04/e04-058/e04-058-04.png,e04-058-04.png,1665,150,"and shaping your little craft, upside-down. For cheapness",57,29.210526315789476
165,e04/e04-058/e04-058-05.png,e04-058-05.png,1662,165,I recommend using Douglas Fir Plywood from British,50,33.24
166,e04/e04-011/e04-011-08.png,e04-011-08.png,846,163,the feeding tray.,17,49.764705882352935
167,e04/e04-011/e04-011-05.png,e04-011-05.png,1951,113,hardboard is covered with plastic material,42,46.452380952380956
168,e04/e04-011/e04-011-04.png,e04-011-04.png,1786,133,Fig. 3 which also shows how a piece of,38,47.0
169,e04/e04-011/e04-011-06.png,e04-011-06.png,1972,181,for easy cleaning and then fixed underneath,43,45.860465116279066
170,e04/e04-011/e04-011-07.png,e04-011-07.png,1895,133,the frame with panel pins to complete,37,51.21621621621622
171,e04/e04-011/e04-011-03.png,e04-011-03.png,1764,167,the end of the feeding tray as seen in,38,46.42105263157895
172,e04/e04-011/e04-011-02.png,e04-011-02.png,1822,129,by 1 1/4 in. by 14 in. timber is fixed across,45,40.48888888888889
173,e04/e04-011/e04-011-00.png,e04-011-00.png,1651,148,See Fig. 2. These are then glued and,36,45.861111111111114
174,e04/e04-011/e04-011-01.png,e04-011-01.png,1841,125,pinned into place. A similar piece of 1 in.,43,42.81395348837209
175,e04/e04-043/e04-043-04.png,e04-043-04.png,1795,97,and measures approximately 8 ft. by 4 ft. She,45,39.888888888888886
176,e04/e04-043/e04-043-05.png,e04-043-05.png,1822,102,weighs only 60 lb. but can carry three people,45,40.48888888888889
177,e04/e04-043/e04-043-07.png,e04-043-07.png,872,108,margin of freeboard.,20,43.6
178,e04/e04-043/e04-043-06.png,e04-043-06.png,1774,90,and an outboard motor with a comfortable,40,44.35
179,e04/e04-043/e04-043-02.png,e04-043-02.png,1747,107,sold. It is especially designed for simplicity in,49,35.6530612244898
180,e04/e04-043/e04-043-03.png,e04-043-03.png,1807,108,"construction, cheapness and lightness of weight,",48,37.645833333333336
181,e04/e04-043/e04-043-01.png,e04-043-01.png,1782,128,rowing dinghy many of which I have built and,44,40.5
182,e04/e04-043/e04-043-00.png,e04-043-00.png,1793,146,Here are the plans of a very seaworthy little,45,39.844444444444434
184,e04/e04-086/e04-086-05.png,e04-086-05.png,1678,118,"in the plan, the transoms have a frame 1 in. by 1 in.",53,31.66037735849057
185,e04/e04-086/e04-086-04.png,e04-086-04.png,1747,131,prefer spruce when available. As will be seen,45,38.822222222222216
186,e04/e04-086/e04-086-00.png,e04-086-00.png,1817,125,The chine is the long stringer on each side which,49,37.08163265306123
187,e04/e04-086/e04-086-01.png,e04-086-01.png,1766,113,is joined to both transoms and lies in the grooves,50,35.32
188,e04/e04-086/e04-086-03.png,e04-086-03.png,1772,111,"ash, spruce or any long grained flexible wood. I",48,36.91666666666666
189,e04/e04-086/e04-086-02.png,e04-086-02.png,1800,122,"cut in the moulds. Each chine is made of oak,",45,40.0
190,e04/e04-026/e04-026-06.png,e04-026-06.png,1849,177,the seat to allow for the growth of baby's legs.,48,38.520833333333336
191,e04/e04-026/e04-026-05.png,e04-026-05.png,1768,151,"the position of the footrest, do not place too near",51,34.666666666666664
192,e04/e04-026/e04-026-04.png,e04-026-04.png,1913,157,of angle irons as shown in Fig. 5. When determining,51,37.50980392156863
194,e04/e04-026/e04-026-01.png,e04-026-01.png,1758,126,screws driven from the inside. The footrest is a,48,36.625
195,e04/e04-026/e04-026-03.png,e04-026-03.png,1816,165,by 4 in. attached to the front legs with a pair,47,38.63829787234041
197,e04/e04-019/e04-019-08.png,e04-019-08.png,281,158,frame.,6,46.83333333333334
198,e04/e04-019/e04-019-02.png,e04-019-02.png,1795,161,and the width is best taken directly,36,49.861111111111114
199,e04/e04-019/e04-019-03.png,e04-019-03.png,1803,196,from the work to ensure a good fit.,35,51.514285714285705
200,e04/e04-019/e04-019-01.png,e04-019-01.png,1854,145,also the height is left to personal choice,42,44.14285714285715
201,e04/e04-019/e04-019-00.png,e04-019-00.png,1714,107,The amount of the backward tilt and,35,48.97142857142857
202,e04/e04-019/e04-019-04.png,e04-019-04.png,1742,145,Fix the piece A to the sides first,34,51.235294117647065
203,e04/e04-019/e04-019-05.png,e04-019-05.png,1817,188,with glue and panel pins and then fit,37,49.1081081081081
204,e04/e04-019/e04-019-07.png,e04-019-07.png,1827,174,B temporarily in place on the chair,35,52.2
205,e04/e04-019/e04-019-06.png,e04-019-06.png,1722,191,the frame together with the piece,33,52.18181818181818
206,e04/e04-109/e04-109-06.png,e04-109-06.png,921,186,to glue before screwing.,24,38.375
207,e04/e04-109/e04-109-04.png,e04-109-04.png,1743,184,the 1/4 in. ply. Make a very small hole for,43,40.53488372093023
208,e04/e04-109/e04-109-05.png,e04-109-05.png,1767,175,the screw to allow for a good grip. Remember,44,40.15909090909091
209,e04/e04-109/e04-109-01.png,e04-109-01.png,1716,164,"with inch and a quarter galvanized nails, if",44,39.0
210,e04/e04-109/e04-109-00.png,e04-109-00.png,1725,161,Use 5/8 by No. 4 gauge screws (brass) or nail,45,38.333333333333336
211,e04/e04-109/e04-109-02.png,e04-109-02.png,1761,173,you are doing it that way. Use flat head screws,47,37.46808510638297
212,e04/e04-109/e04-109-03.png,e04-109-03.png,1748,163,about 4 in. apart and do not counter-sink in,44,39.72727272727273
213,g07/g07-038/g07-038-07.png,g07-038-07.png,1938,129,the warmth of her kindly nature to others -,43,45.069767441860456
214,g07/g07-038/g07-038-06.png,g07-038-06.png,1800,97,exposed. Whatever latitude she allowed in,41,43.90243902439025
215,g07/g07-038/g07-038-10.png,g07-038-10.png,1770,109,"her good grandmother, the Countess of",37,47.83783783783784
217,g07/g07-038/g07-038-05.png,g07-038-05.png,1645,118,objectionable to have the family history,40,41.125
218,g07/g07-038/g07-038-01.png,g07-038-01.png,1777,131,# about biographies. Quite apart from the,41,43.34146341463415
219,g07/g07-038/g07-038-00.png,g07-038-00.png,1742,100,She felt almost as strongly as Hobhouse,39,44.66666666666666
220,g07/g07-038/g07-038-02.png,g07-038-02.png,1751,97,divagations of her 'poor brother' - so she,42,41.69047619047619
221,g07/g07-038/g07-038-03.png,g07-038-03.png,1773,106,constantly referred to him - there were a,41,43.24390243902439
222,g07/g07-038/g07-038-08.png,g07-038-08.png,1818,117,or to herself - she believed implicitly in,42,43.28571428571429
223,g07/g07-038/g07-038-09.png,g07-038-09.png,1739,94,the moral code she had learned from,35,49.68571428571428
224,g07/g07-065/g07-065-01.png,g07-065-01.png,1814,112,"for his services, but all Mr Hobhouse's duties",46,39.43478260869565
225,g07/g07-065/g07-065-00.png,g07-065-00.png,1821,111,"Hanson, the solicitor, was naturally remunerated",48,37.9375
226,g07/g07-065/g07-065-02.png,g07-065-02.png,1858,107,as executor were performed without reward.,42,44.23809523809525
227,g07/g07-065/g07-065-03.png,g07-065-03.png,1879,136,And now there was more trouble brewing,38,49.44736842105264
228,g07/g07-065/g07-065-07.png,g07-065-07.png,1804,139,fight and applying for the injunction,37,48.75675675675675
229,g07/g07-065/g07-065-06.png,g07-065-06.png,1780,128,"illness, but Dallas junior was full of",38,46.842105263157904
230,g07/g07-065/g07-065-04.png,g07-065-04.png,1760,104,with those unbearable Dallases. Dallas,38,46.31578947368421
231,g07/g07-065/g07-065-05.png,g07-065-05.png,1846,112,senior was detained in Paris by severe,38,48.57894736842106
232,g07/g07-065/g07-065-08.png,g07-065-08.png,740,98,to be lifted.,13,56.92307692307693
233,g07/g07-030/g07-030-00.png,g07-030-00.png,1588,121,She had dreaded still more that he might,40,39.7
234,g07/g07-030/g07-030-01.png,g07-030-01.png,1602,129,"return to England, overshadowing her again",42,38.142857142857146
235,g07/g07-030/g07-030-03.png,g07-030-03.png,1642,132,of return was what she could never have,39,42.1025641025641
236,g07/g07-030/g07-030-02.png,g07-030-02.png,1788,109,with spiritual and social peril. But this kind,46,38.869565217391305
237,g07/g07-030/g07-030-06.png,g07-030-06.png,1736,147,not in obloquy but with his praises ringing!,44,39.45454545454545
238,g07/g07-030/g07-030-07.png,g07-030-07.png,1799,136,"She could remember now his exciting laughter,",45,39.977777777777774
239,g07/g07-030/g07-030-05.png,g07-030-05.png,1814,101,"voluble but silent, not beautiful but defaced,",46,39.43478260869565
240,g07/g07-030/g07-030-04.png,g07-030-04.png,1787,121,foreseen... that he # should come back not,42,42.547619047619044
241,g07/g07-030/g07-030-09.png,g07-030-09.png,846,88,maternal love for him.,22,38.45454545454545
242,g07/g07-030/g07-030-08.png,g07-030-08.png,1661,95,"his almost filial love for her, her almost",42,39.547619047619044
243,g07/g07-022b/g07-022b-00.png,g07-022b-00.png,1787,122,"Augusta Leigh too was favourably impressed, and wrote",53,33.716981132075475
244,g07/g07-022b/g07-022b-01.png,g07-022b-01.png,1765,128,to Lady Byron after she had received a visit from,49,36.020408163265316
245,g07/g07-022b/g07-022b-03.png,g07-022b-03.png,1829,147,distressing for many reasons but quite unavoidable -,52,35.17307692307692
246,g07/g07-022b/g07-022b-02.png,g07-022b-02.png,1738,150,him: I have today seen Count Gamba - which was very,51,34.07843137254902
247,g07/g07-022b/g07-022b-06.png,g07-022b-06.png,1658,121,in one of her worst states of confusion.,40,41.45
248,g07/g07-022b/g07-022b-05.png,g07-022b-05.png,1828,128,with great feeling. The unfortunate Augusta was,47,38.893617021276604
249,g07/g07-022b/g07-022b-04.png,g07-022b-04.png,1778,132,"he is a pleasing, fine looking young man & spoke",48,37.04166666666666
250,g07/g07-007b/g07-007b-01.png,g07-007b-01.png,1671,116,"Shelley, Trelawny implies that not only Gamba but Fletcher",58,28.810344827586214
