Path,Line_ID,Im_Width,Im_Height,Text,Char_Num,Avg_CW,M_Im_Width,M_Avg_CW
e04/e04-062/e04-062-00.png,e04-062-00.png,1837,82,This is hot pressed and resin bonded to ensure,46,39.93478260869565,2867,62.32608695652174
e04/e04-062/e04-062-01.png,e04-062-01.png,1898,108,a permanently water proof glue line. Be sure to,47,40.38297872340426,2249,47.851063829787236
e04/e04-062/e04-062-03.png,e04-062-03.png,2089,100,This may be bought at any good timber merchants.,48,43.520833333333336,2673,55.6875
e04/e04-062/e04-062-02.png,e04-062-02.png,2056,101,"see that the edge bears the mark, P.M.B.C. Exterior.",52,39.53846153846154,2605,50.09615384615385
e04/e04-062/e04-062-06.png,e04-062-06.png,2100,102,"last one I made, I used the two flaps from an old",49,42.857142857142854,2635,53.775510204081634
e04/e04-062/e04-062-07.png,e04-062-07.png,2122,112,mahogany table which I bought at a sale for one,47,45.148936170212764,2425,51.59574468085106
e04/e04-062/e04-062-05.png,e04-062-05.png,2168,89,"wood of the same make, or oak or mahogany. For the",50,43.36,3118,62.36
e04/e04-062/e04-062-04.png,e04-062-04.png,2005,82,The transoms can be made of any sound five-ply,46,43.58695652173913,3129,68.02173913043478
e04/e04-038/e04-038-06.png,e04-038-06.png,1203,134,satisfying and worthwhile project.,34,35.38235294117647,1149,33.794117647058826
e04/e04-038/e04-038-05.png,e04-038-05.png,1802,139,(J.H.P.) BUILDING your own boat is a most,41,43.951219512195124,1659,40.46341463414634
e04/e04-038/e04-038-04.png,e04-038-04.png,1176,116,paint would soon be scratched off.,34,34.588235294117645,1297,38.14705882352941
e04/e04-038/e04-038-00.png,e04-038-00.png,1794,125,Avoid using lead-based paint as this could prove poisonous,58,30.93103448275862,1837,31.67241379310345
e04/e04-038/e04-038-01.png,e04-038-01.png,1873,131,"if junior decides to bite the chair. Finally, it is as well",59,31.74576271186441,1830,31.016949152542374
e04/e04-038/e04-038-03.png,e04-038-03.png,1801,107,material that might be available as otherwise the,49,36.755102040816325,2154,43.95918367346939
e04/e04-038/e04-038-02.png,e04-038-02.png,1830,120,to cover the footrest with rubber or any such protective,56,32.67857142857143,1952,34.857142857142854
e04/e04-000/e04-000-02.png,e04-000-02.png,1731,105,"commercial articles, this chair is solidly built and",52,33.28846153846154,2110,40.57692307692308
e04/e04-000/e04-000-03.png,e04-000-03.png,1752,134,capable of withstanding the heavy handling of the,49,35.755102040816325,1673,34.142857142857146
e04/e04-000/e04-000-01.png,e04-000-01.png,1590,105,family man or father-to-be. Unlike many,39,40.76923076923077,1938,49.69230769230769
e04/e04-000/e04-000-00.png,e04-000-00.png,1708,110,HERE is a project that will be welcomed by the,46,37.130434782608695,1987,43.19565217391305
e04/e04-000/e04-000-04.png,e04-000-04.png,1819,135,most destructive youngster. Almost any available,48,37.895833333333336,1724,35.916666666666664
e04/e04-000/e04-000-05.png,e04-000-05.png,1559,103,timber can be used but Parana pine is,37,42.13513513513514,1937,52.351351351351354
e04/e04-000/e04-000-07.png,e04-000-07.png,908,114,taking a good finish.,21,43.23809523809524,1019,48.523809523809526
e04/e04-000/e04-000-06.png,e04-000-06.png,1702,114,"recommended, being cheap, easy to work, and",43,39.58139534883721,1911,44.44186046511628
e04/e04-052/e04-052-03.png,e04-052-03.png,1884,124,"always used brass screws, which are more expensive. The first",61,30.885245901639344,1944,31.868852459016395
e04/e04-052/e04-052-02.png,e04-052-02.png,1845,132,firmly by using a hammer on each side. Over here I've,53,34.81132075471698,1789,33.75471698113208
e04/e04-052/e04-052-00.png,e04-052-00.png,1780,109,"For instance, in Canada we use galvanised nails",47,37.87234042553192,2090,44.46808510638298
e04/e04-052/e04-052-01.png,e04-052-01.png,1879,115,in place of screws. We just bend them over and clamp,52,36.13461538461539,2091,40.21153846153846
e04/e04-052/e04-052-05.png,e04-052-05.png,1930,114,"but to save money any scrap may be used, and if this",52,37.11538461538461,2167,41.67307692307692
e04/e04-052/e04-052-04.png,e04-052-04.png,2009,115,"job is to make your moulds. In Fig. 1 it quotes 3/4 in. five-ply,",65,30.907692307692308,2236,34.4
e04/e04-052/e04-052-06.png,e04-052-06.png,1969,104,"is nailed and glued together strongly, it may be marked",55,35.8,2423,44.054545454545455
e04/e04-052/e04-052-07.png,e04-052-07.png,854,105,and cut to shape later.,23,37.130434782608695,1041,45.26086956521739
e04/e04-099/e04-099-04.png,e04-099-04.png,1787,131,"purpose, the sides from one, and the bottom from",48,37.229166666666664,1746,36.375
e04/e04-099/e04-099-05.png,e04-099-05.png,1755,102,the other. If care is taken not to waste the,44,39.88636363636363,2202,50.04545454545455
e04/e04-099/e04-099-06.png,e04-099-06.png,1794,133,"ply, plenty of material is left over for the thwarts.",53,33.84905660377358,1726,32.56603773584906
e04/e04-099/e04-099-02.png,e04-099-02.png,1736,126,planing after fixing to the boat. Use your two,46,37.73913043478261,1763,38.32608695652174
e04/e04-099/e04-099-03.png,e04-099-03.png,1581,143,lengths of 8 ft. by 4 ft. ply for this,38,41.60526315789474,1415,37.23684210526316
e04/e04-099/e04-099-01.png,e04-099-01.png,1770,126,plan measurements but leave sufficient margin for,49,36.12244897959184,1798,36.69387755102041
e04/e04-099/e04-099-00.png,e04-099-00.png,1773,120,Cut out the bottom and sides accurately from the,48,36.9375,1891,39.395833333333336
e04/e04-030/e04-030-01.png,e04-030-01.png,1747,123,inside of the chair arms about 2 1/2 in. from the,49,35.6530612244898,1818,37.10204081632653
e04/e04-030/e04-030-00.png,e04-030-00.png,1713,163,"To complete the job, screw two fittings to the",46,37.23913043478261,1345,29.23913043478261
e04/e04-030/e04-030-02.png,e04-030-02.png,1735,133,back to hold the baby's safety harness. These can be,52,33.36538461538461,1669,32.09615384615385
e04/e04-030/e04-030-03.png,e04-030-03.png,1763,166,made by shaping and soldering two pieces of stout,49,35.97959183673469,1359,27.73469387755102
e04/e04-030/e04-030-06.png,e04-030-06.png,1775,150,considerable pulling as the child becomes older.,48,36.979166666666664,1514,31.541666666666668
e04/e04-030/e04-030-04.png,e04-030-04.png,1662,144,wire as shown in Fig. 6. Make sure that these,45,36.93333333333333,1477,32.82222222222222
e04/e04-030/e04-030-05.png,e04-030-05.png,1786,118,are well secured as they will have to withstand,47,38.0,1937,41.212765957446805
e04/e04-008/e04-008-04.png,e04-008-04.png,509,111,cut to fit them.,16,31.8125,586,36.625
e04/e04-008/e04-008-03.png,e04-008-03.png,1920,113,"each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses (C),",68,28.235294117647058,2174,31.970588235294116
e04/e04-008/e04-008-02.png,e04-008-02.png,1792,113,appearance. The side frames are joined by four cross pieces,59,30.372881355932204,2029,34.389830508474574
e04/e04-008/e04-008-00.png,e04-008-00.png,1731,119,"All the joints are simple halving joints glued and pinned,",58,29.844827586206897,1861,32.08620689655172
e04/e04-008/e04-008-01.png,e04-008-01.png,1809,74,which should nevertheless be cut with care to ensure a neat,59,30.661016949152543,3129,53.03389830508475
e04/e04-015/e04-015-02.png,e04-015-02.png,1722,119,chair. The seat rests across the upper two,42,41.0,1852,44.095238095238095
e04/e04-015/e04-015-03.png,e04-015-03.png,1843,128,cross pieces and is made of 1/2 in. plywood,43,42.86046511627907,1843,42.86046511627907
e04/e04-015/e04-015-01.png,e04-015-01.png,1628,146,fits up against the front legs of the,37,44.0,1427,38.567567567567565
e04/e04-015/e04-015-00.png,e04-015-00.png,1702,137,Cut this piece of hardboard so that it,38,44.78947368421053,1590,41.8421052631579
e04/e04-015/e04-015-04.png,e04-015-04.png,2016,116,"glued and panel pinned in position, measurements",48,42.0,2224,46.333333333333336
e04/e04-015/e04-015-05.png,e04-015-05.png,1867,146,being taken directly from the work. Fig. 4,42,44.45238095238095,1636,38.95238095238095
e04/e04-015/e04-015-07.png,e04-015-07.png,1720,129,is made from 1 1/4 in. by 1/2 in. timber.,41,41.951219512195124,1706,41.609756097560975
e04/e04-015/e04-015-06.png,e04-015-06.png,1768,108,shows the framework for the back which,38,46.526315789473685,2095,55.13157894736842
e04/e04-083/e04-083-03.png,e04-083-03.png,1557,128,to allow for the chines to rest in these,40,38.925,1557,38.925
e04/e04-083/e04-083-02.png,e04-083-02.png,1769,137,Don't forget to cut out on each side of each mould,50,35.38,1652,33.04
e04/e04-083/e04-083-00.png,e04-083-00.png,1631,119,The edges of the transoms should be bevelled to,47,34.702127659574465,1754,37.319148936170215
e04/e04-083/e04-083-01.png,e04-083-01.png,1733,127,correspond to the sides and bottom of the boat.,47,36.87234042553192,1746,37.148936170212764
e04/e04-083/e04-083-05.png,e04-083-05.png,1532,135,"moulds, which will only be used whilst",38,40.31578947368421,1452,38.21052631578947
e04/e04-083/e04-083-04.png,e04-083-04.png,1613,127,"notches, as they are not fastened to the",40,40.325,1625,40.625
e04/e04-083/e04-083-06.png,e04-083-06.png,1194,86,the hull is under construction.,31,38.516129032258064,1777,57.32258064516129
e04/e04-079/e04-079-05.png,e04-079-05.png,1702,144,"if not, use a strong horizontal",31,54.903225806451616,1512,48.774193548387096
e04/e04-079/e04-079-04.png,e04-079-04.png,1625,166,'A' frames fastened to the floor,32,50.78125,1253,39.15625
e04/e04-079/e04-079-06.png,e04-079-06.png,1687,150,frame that will sit firmly on,29,58.172413793103445,1439,49.62068965517241
e04/e04-079/e04-079-07.png,e04-079-07.png,1596,149,the ground or concrete floor. I,31,51.483870967741936,1371,44.225806451612904
e04/e04-079/e04-079-03.png,e04-079-03.png,1556,144,a wooden floor you can use,26,59.84615384615385,1383,53.19230769230769
e04/e04-079/e04-079-02.png,e04-079-02.png,1655,182,detailed drawings. If you have,30,55.166666666666664,1163,38.766666666666666
e04/e04-079/e04-079-00.png,e04-079-00.png,1466,103,Cut the moulds and the,22,66.63636363636364,1821,82.77272727272727
e04/e04-079/e04-079-01.png,e04-079-01.png,1619,127,transoms to shape as in the,27,59.96296296296296,1631,60.407407407407405
e04/e04-079/e04-079-09.png,e04-079-09.png,460,158,Fig. 2.,7,65.71428571428571,372,53.142857142857146
e04/e04-079/e04-079-08.png,e04-079-08.png,1641,125,use a heavy old base as in,26,63.11538461538461,1680,64.61538461538461
e04/e04-022/e04-022-01.png,e04-022-01.png,1803,173,"keeping B flat on the chair seat, and mark",42,42.92857142857143,1334,31.761904761904763
e04/e04-022/e04-022-00.png,e04-022-00.png,1628,156,"Decide on the required angle of slope,",38,42.8421052631579,1335,35.13157894736842
e04/e04-022/e04-022-02.png,e04-022-02.png,1750,144,off the exact position of B on the side,39,44.87179487179487,1555,39.87179487179487
e04/e04-022/e04-022-03.png,e04-022-03.png,1781,111,pieces. These can then be cut at the correct,44,40.47727272727273,2053,46.65909090909091
e04/e04-022/e04-022-07.png,e04-022-07.png,232,161,flush.,6,38.666666666666664,184,30.666666666666668
e04/e04-022/e04-022-06.png,e04-022-06.png,1810,154,to the frame and its edges planed off,37,48.91891891891892,1504,40.648648648648646
e04/e04-022/e04-022-04.png,e04-022-04.png,1783,170,angle and B is glued and nailed in place.,41,43.48780487804878,1342,32.73170731707317
e04/e04-022/e04-022-05.png,e04-022-05.png,1844,123,A piece of hardboard is then cut and pinned,43,42.883720930232556,1918,44.604651162790695
e04/e04-103/e04-103-05.png,e04-103-05.png,1772,154,"well. After generously covering with glue, screw",48,36.916666666666664,1472,30.666666666666668
e04/e04-103/e04-103-04.png,e04-103-04.png,1797,153,you have a third clamp use it in the centre as,46,39.06521739130435,1503,32.67391304347826
e04/e04-103/e04-103-06.png,e04-103-06.png,1816,169,the sides to the transom framing and the chine.,47,38.638297872340424,1375,29.25531914893617
e04/e04-103/e04-103-03.png,e04-103-03.png,1812,153,round the frame to the stern and clamp there. If,48,37.75,1515,31.5625
e04/e04-103/e04-103-02.png,e04-103-02.png,1760,146,clamping into position with a 'D' clamp. Bend,45,39.111111111111114,1543,34.28888888888889
e04/e04-103/e04-103-00.png,e04-103-00.png,1772,142,"Having trimmed up the chines, we are now ready",46,38.52173913043478,1597,34.71739130434783
e04/e04-103/e04-103-01.png,e04-103-01.png,1715,151,"to plank the sides. Start again at the bows,",44,38.97727272727273,1453,33.02272727272727
e04/e04-132/e04-132-04.png,e04-132-04.png,238,60,article.,8,29.75,507,63.375
e04/e04-132/e04-132-02.png,e04-132-02.png,1636,103,"also be arranged into a design, and the",39,41.94871794871795,2033,52.12820512820513
e04/e04-132/e04-132-03.png,e04-132-03.png,1693,137,resulting panel utilized for decorating a useful,48,35.270833333333336,1581,32.9375
e04/e04-132/e04-132-01.png,e04-132-01.png,1708,139,"for framing and hanging on a wall, they may",43,39.72093023255814,1572,36.55813953488372
e04/e04-132/e04-132-00.png,e04-132-00.png,1778,142,While these may ultimately be made into a picture,49,36.285714285714285,1602,32.69387755102041
e04/e04-124/e04-124-03.png,e04-124-03.png,1719,173,four blocks for the rowlocks and mark their positions,53,32.43396226415094,1271,23.9811320754717
e04/e04-124/e04-124-02.png,e04-124-02.png,1689,111,with vertical members as shown in the plans. Make the,53,31.867924528301888,1947,36.735849056603776
e04/e04-124/e04-124-00.png,e04-124-00.png,1666,119,Fix on the gunwales and insert the thwarts (seats),50,33.32,1792,35.84
e04/e04-124/e04-124-01.png,e04-124-01.png,1758,138,taking care to reinforce the sides of the dinghy at the seats,61,28.81967213114754,1630,26.721311475409838
e04/e04-124/e04-124-05.png,e04-124-05.png,1849,140,a rivet where you will have to cut out the inside (gunwale),59,31.338983050847457,1690,28.64406779661017
e04/e04-124/e04-124-04.png,e04-124-04.png,1775,145,before riveting on the gunwales so that you do not put,54,32.870370370370374,1566,29.0
e04/e04-124/e04-124-06.png,e04-124-06.png,690,145,one to fit the block.,21,32.857142857142854,609,29.0
e04/e04-114/e04-114-00.png,e04-114-00.png,1729,175,"Clean up with the plane ready for the bottom,",45,38.422222222222224,1264,28.08888888888889
e04/e04-114/e04-114-01.png,e04-114-01.png,1750,203,which is cut in one piece. It should overlap just a,51,34.31372549019608,1103,21.627450980392158
e04/e04-114/e04-114-03.png,e04-114-03.png,1776,166,screwing and gluing this piece to the chines it is,50,35.52,1369,27.38
e04/e04-114/e04-114-02.png,e04-114-02.png,1722,179,trifle; this can be cleaned up later. As you are,48,35.875,1231,25.645833333333332
e04/e04-114/e04-114-06.png,e04-114-06.png,1765,168,"the bottom, both for screwing to the chines and",47,37.5531914893617,1344,28.595744680851062
e04/e04-114/e04-114-07.png,e04-114-07.png,1327,183,the bottom shaped transom facing.,33,40.21212121212121,928,28.12121212121212
e04/e04-114/e04-114-05.png,e04-114-05.png,1778,174,the screws. I prefer spacing screws 3 in. apart for,51,34.86274509803921,1307,25.627450980392158
e04/e04-114/e04-114-04.png,e04-114-04.png,1727,164,necessary to be careful not to miss the chine with,50,34.54,1347,26.94
e04/e04-004/e04-004-05.png,e04-004-05.png,1767,132,"feeding tray to slide over a 30 in. table, but the height",57,31.0,1713,30.05263157894737
e04/e04-004/e04-004-04.png,e04-004-04.png,1859,124,will show up after painting. The dimensions given enable the,60,30.983333333333334,1918,31.966666666666665
e04/e04-004/e04-004-06.png,e04-004-06.png,895,115,can be altered if required.,27,33.148148148148145,996,36.888888888888886
e04/e04-004/e04-004-03.png,e04-004-03.png,1823,134,"a smoothing plane, otherwise the marks left by the cutters",58,31.43103448275862,1741,30.017241379310345
e04/e04-004/e04-004-02.png,e04-004-02.png,1837,131,"been machine planed, remember to go over each piece with",56,32.80357142857143,1794,32.035714285714285
e04/e04-004/e04-004-00.png,e04-004-00.png,1832,117,Start by making the two side frames from 1 in. by 1 1/4 in. planed,66,27.757575757575758,2004,30.363636363636363
e04/e04-004/e04-004-01.png,e04-004-01.png,1918,120,timber as shown in Fig. 1. Although the timber will have already,64,29.96875,2045,31.953125
e04/e04-068/e04-068-02.png,e04-068-02.png,1751,95,and easy to make. As will be seen from the plan,47,37.255319148936174,2359,50.191489361702125
e04/e04-068/e04-068-03.png,e04-068-03.png,1783,100,there is only a single gunwale on the outside.,46,38.76086956521739,2282,49.608695652173914
e04/e04-068/e04-068-01.png,e04-068-01.png,1874,115,"rowing this dinghy (Fig. 3). They are very simple, cheap",56,33.464285714285715,2085,37.232142857142854
e04/e04-068/e04-068-00.png,e04-068-00.png,1796,77,I have also included a sketch of paddles I make for,51,35.21568627450981,2985,58.529411764705884
e04/e04-068/e04-068-04.png,e04-068-04.png,1918,119,I find that the type of rowlock we use in Canada,48,39.958333333333336,2063,42.979166666666664
e04/e04-068/e04-068-05.png,e04-068-05.png,1981,91,is difficult to obtain here and expensive. I overcome,53,37.37735849056604,2786,52.56603773584906
e04/e04-068/e04-068-06.png,e04-068-06.png,1442,96,this in another way as shown in Fig. 4.,39,36.97435897435897,1922,49.282051282051285
e04/e04-095/e04-095-04.png,e04-095-04.png,1751,123,are equal on each side and that the transoms,44,39.79545454545455,1822,41.40909090909091
e04/e04-095/e04-095-05.png,e04-095-05.png,1760,114,are parallel horizontally. Next bevel the chines,48,36.666666666666664,1976,41.166666666666664
e04/e04-095/e04-095-06.png,e04-095-06.png,1819,113,with a plane so that the bottom will fit snugly.,48,37.895833333333336,2060,42.916666666666664
e04/e04-095/e04-095-02.png,e04-095-02.png,1681,113,to see that nothing is distorted. Ensure that,45,37.355555555555554,1904,42.31111111111111
e04/e04-095/e04-095-03.png,e04-095-03.png,1749,109,the outside measurements from transom to transom,48,36.4375,2053,42.770833333333336
e04/e04-095/e04-095-01.png,e04-095-01.png,1751,123,and this is the time to check before making fast,48,36.479166666666664,1822,37.958333333333336
e04/e04-095/e04-095-00.png,e04-095-00.png,1746,148,"The skeleton of the boat will now take shape,",45,38.8,1510,33.55555555555556
e04/e04-034/e04-034-06.png,e04-034-06.png,1751,138,for the seat and the back which can be decorated with,53,33.0377358490566,1624,30.641509433962263
e04/e04-034/e04-034-07.png,e04-034-07.png,1060,126,a suitable nursery transfer.,28,37.857142857142854,1076,38.42857142857143
e04/e04-034/e04-034-05.png,e04-034-05.png,1780,142,"a suitable pastel shade, using a contrasting colour",51,34.90196078431372,1604,31.45098039215686
e04/e04-034/e04-034-04.png,e04-034-04.png,1780,119,woodfiller in the usual way and paint the frame in,50,35.6,1914,38.28
e04/e04-034/e04-034-00.png,e04-034-00.png,1809,109,Punch in all nail and panel pin heads and fill the holes,56,32.30357142857143,2124,37.92857142857143
e04/e04-034/e04-034-01.png,e04-034-01.png,1734,117,with plastic wood. Then thoroughly glasspaper the whole,55,31.527272727272727,1897,34.49090909090909
e04/e04-034/e04-034-03.png,e04-034-03.png,1709,150,"edge of the seat, feeding tray, etc). Fill the grain with a",59,28.966101694915253,1458,24.71186440677966
e04/e04-034/e04-034-02.png,e04-034-02.png,1727,126,framework and round off any sharp edges (such as the,52,33.21153846153846,1754,33.73076923076923
e04/e04-058/e04-058-01.png,e04-058-01.png,1735,140,"the moulds, make a frame of rough lumber as shown in",52,33.36538461538461,1586,30.5
e04/e04-058/e04-058-00.png,e04-058-00.png,1744,161,If you do not have a wooden floor on which to anchor,52,33.53846153846154,1386,26.653846153846153
e04/e04-058/e04-058-02.png,e04-058-02.png,1734,166,Fig. 2. The main idea is to have the moulds standing as,55,31.527272727272727,1337,24.30909090909091
e04/e04-058/e04-058-03.png,e04-058-03.png,1692,148,"rigid as possible, for it is on these you will be building",58,29.17241379310345,1463,25.224137931034484
e04/e04-058/e04-058-06.png,e04-058-06.png,224,80,Columbia.,9,24.88888888888889,358,39.77777777777778
e04/e04-058/e04-058-04.png,e04-058-04.png,1665,150,"and shaping your little craft, upside-down. For cheapness",57,29.210526315789473,1420,24.912280701754387
e04/e04-058/e04-058-05.png,e04-058-05.png,1662,165,I recommend using Douglas Fir Plywood from British,50,33.24,1289,25.78
e04/e04-011/e04-011-08.png,e04-011-08.png,846,163,the feeding tray.,17,49.76470588235294,664,39.05882352941177
e04/e04-011/e04-011-05.png,e04-011-05.png,1951,113,hardboard is covered with plastic material,42,46.45238095238095,2209,52.595238095238095
e04/e04-011/e04-011-04.png,e04-011-04.png,1786,133,Fig. 3 which also shows how a piece of,38,47.0,1718,45.21052631578947
e04/e04-011/e04-011-06.png,e04-011-06.png,1972,181,for easy cleaning and then fixed underneath,43,45.86046511627907,1394,32.41860465116279
e04/e04-011/e04-011-07.png,e04-011-07.png,1895,133,the frame with panel pins to complete,37,51.21621621621622,1823,49.270270270270274
e04/e04-011/e04-011-03.png,e04-011-03.png,1764,167,the end of the feeding tray as seen in,38,46.421052631578945,1352,35.578947368421055
e04/e04-011/e04-011-02.png,e04-011-02.png,1822,129,by 1 1/4 in. by 14 in. timber is fixed across,45,40.48888888888889,1807,40.15555555555556
e04/e04-011/e04-011-00.png,e04-011-00.png,1651,148,See Fig. 2. These are then glued and,36,45.861111111111114,1427,39.638888888888886
e04/e04-011/e04-011-01.png,e04-011-01.png,1841,125,pinned into place. A similar piece of 1 in.,43,42.81395348837209,1885,43.83720930232558
e04/e04-043/e04-043-04.png,e04-043-04.png,1795,97,and measures approximately 8 ft. by 4 ft. She,45,39.888888888888886,2368,52.62222222222222
e04/e04-043/e04-043-05.png,e04-043-05.png,1822,102,weighs only 60 lb. but can carry three people,45,40.48888888888889,2286,50.8
e04/e04-043/e04-043-07.png,e04-043-07.png,872,108,margin of freeboard.,20,43.6,1033,51.65
e04/e04-043/e04-043-06.png,e04-043-06.png,1774,90,and an outboard motor with a comfortable,40,44.35,2523,63.075
e04/e04-043/e04-043-02.png,e04-043-02.png,1747,107,sold. It is especially designed for simplicity in,49,35.6530612244898,2089,42.63265306122449
e04/e04-043/e04-043-03.png,e04-043-03.png,1807,108,"construction, cheapness and lightness of weight,",48,37.645833333333336,2141,44.604166666666664
e04/e04-043/e04-043-01.png,e04-043-01.png,1782,128,rowing dinghy many of which I have built and,44,40.5,1782,40.5
e04/e04-043/e04-043-00.png,e04-043-00.png,1793,146,Here are the plans of a very seaworthy little,45,39.84444444444444,1571,34.91111111111111
e04/e04-086/e04-086-06.png,e04-086-06.png,604,74,on each side.,13,46.46153846153846,1044,80.3076923076923
e04/e04-086/e04-086-05.png,e04-086-05.png,1678,118,"in the plan, the transoms have a frame 1 in. by 1 in.",53,31.660377358490567,1820,34.339622641509436
e04/e04-086/e04-086-04.png,e04-086-04.png,1747,131,prefer spruce when available. As will be seen,45,38.82222222222222,1706,37.91111111111111
e04/e04-086/e04-086-00.png,e04-086-00.png,1817,125,The chine is the long stringer on each side which,49,37.08163265306123,1860,37.95918367346939
e04/e04-086/e04-086-01.png,e04-086-01.png,1766,113,is joined to both transoms and lies in the grooves,50,35.32,2000,40.0
e04/e04-086/e04-086-03.png,e04-086-03.png,1772,111,"ash, spruce or any long grained flexible wood. I",48,36.916666666666664,2043,42.5625
e04/e04-086/e04-086-02.png,e04-086-02.png,1800,122,"cut in the moulds. Each chine is made of oak,",45,40.0,1888,41.955555555555556
e04/e04-026/e04-026-06.png,e04-026-06.png,1849,177,the seat to allow for the growth of baby's legs.,48,38.520833333333336,1337,27.854166666666668
e04/e04-026/e04-026-05.png,e04-026-05.png,1768,151,"the position of the footrest, do not place too near",51,34.666666666666664,1498,29.372549019607842
e04/e04-026/e04-026-04.png,e04-026-04.png,1913,157,of angle irons as shown in Fig. 5. When determining,51,37.509803921568626,1559,30.568627450980394
e04/e04-026/e04-026-00.png,e04-026-00.png,1770,121,Finally attach the back firmly to the sides with,48,36.875,1872,39.0
e04/e04-026/e04-026-01.png,e04-026-01.png,1758,126,screws driven from the inside. The footrest is a,48,36.625,1785,37.1875
e04/e04-026/e04-026-03.png,e04-026-03.png,1816,165,by 4 in. attached to the front legs with a pair,47,38.638297872340424,1408,29.95744680851064
e04/e04-026/e04-026-02.png,e04-026-02.png,1679,161,piece of timber 14 in. long and about 1/2 in.,45,37.31111111111111,1334,29.644444444444446
e04/e04-019/e04-019-08.png,e04-019-08.png,281,158,frame.,6,46.833333333333336,227,37.833333333333336
e04/e04-019/e04-019-02.png,e04-019-02.png,1795,161,and the width is best taken directly,36,49.861111111111114,1427,39.638888888888886
e04/e04-019/e04-019-03.png,e04-019-03.png,1803,196,from the work to ensure a good fit.,35,51.51428571428571,1177,33.628571428571426
e04/e04-019/e04-019-01.png,e04-019-01.png,1854,145,also the height is left to personal choice,42,44.142857142857146,1636,38.95238095238095
e04/e04-019/e04-019-00.png,e04-019-00.png,1714,107,The amount of the backward tilt and,35,48.97142857142857,2050,58.57142857142857
e04/e04-019/e04-019-04.png,e04-019-04.png,1742,145,Fix the piece A to the sides first,34,51.23529411764706,1537,45.205882352941174
e04/e04-019/e04-019-05.png,e04-019-05.png,1817,188,with glue and panel pins and then fit,37,49.108108108108105,1237,33.432432432432435
e04/e04-019/e04-019-07.png,e04-019-07.png,1827,174,B temporarily in place on the chair,35,52.2,1344,38.4
e04/e04-019/e04-019-06.png,e04-019-06.png,1722,191,the frame together with the piece,33,52.18181818181818,1154,34.96969696969697
e04/e04-109/e04-109-06.png,e04-109-06.png,921,186,to glue before screwing.,24,38.375,633,26.375
e04/e04-109/e04-109-04.png,e04-109-04.png,1743,184,the 1/4 in. ply. Make a very small hole for,43,40.53488372093023,1212,28.186046511627907
